review_id,sentences_ids,sentences_texts,sentences_opinions
2607,1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance positive <sep> picture quality positive <sep> use positive
1442,2539,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs positive
516,2291,There is no need to open a program first and the cliick open or import.,program positive
2273,1658,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband neutral <sep> microphone positive
2746,2252,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software positive
1361,2765,I finally decided on this laptop because it was the right price for what I need it.,price positive
628,2785,"Also, the extended warranty was a problem.",extended warranty negative
2251,2963,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming positive
1544,1329,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece positive
1350,2426,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look positive <sep> gaming performance positive
2865,2223,"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen negative
1190,2266,"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",Windows negative
2140,945,  Again I sent it back and they replaced the motherboard and some fan inside.,motherboard neutral <sep> fan neutral
595,612,Apple care included.,Apple care neutral
2966,617,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center negative
2997,908,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen negative
1408,237,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",IWORKS positive <sep> Itunes positive <sep> MS Office positive
1172,995,"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance negative
490,1969,I also like the acer arcade but these were reallythe only two things I liked about this laptop.,acer arcade positive
1025,1197,"Finally, the biggest problem has been tech support.",tech support negative
1117,97,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",warranty negative <sep> online chat service negative
999,678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage positive <sep> ram neutral
834,1650,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware positive
160,1110,Going to bring it to service today.,service neutral
2117,2489,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual neutral <sep> hard drive neutral
2826,952,The next time I had an issue my lightscribe wouldn't work.,lightscribe negative
2930,1878,1.You can not change your desktop background (window's 7 starter does NOT support that function).,desktop background negative <sep> window's 7 starter negative <sep> function negative
1537,956,"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery negative
2081,1947,I had 3 months when the ports started going out.,ports negative
1716,162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system positive <sep> grafics card positive <sep> LED backlit screen. positive <sep> 8GB RAM positive
1373,1599,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand neutral <sep> design negative <sep> heat sink negative
1650,1610,My macbook is so much better looking and so thin!,looking positive
2200,1310,"Even doing so, the hinge may just be slightly tightened only.",hinge neutral
1458,101,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty positive
130,404,"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware negative
1048,2704,Its a good laptop for its value.,value positive
1419,1120,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7 neutral
40,1204,"After paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.",service negative
2668,2488,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel negative
2850,2242,The graphics are stunning.,graphics positive
2083,3017,"The improvements to the OS have been relatively gradual, but substantive.",O positive
2374,1201,"Once again, I was told it was the suspicious  power supply  problem.",power supply negative
2330,1112,"Info: Windows failed to load because the kernal is missing, or corrupt.",Windows negative <sep> kernal negative
2506,2308,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system negative
144,1057,"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs positive
1155,475,They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents negative
904,1398,although its windows vista compared to windows xp sucks.,windows vista negative <sep> windows xp positive
1200,1895,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality negative <sep> performance negative <sep> battery life positive
1204,2437,Pay attention to the specs if you want these options.,specs neutral
2919,504,When I called Sony the Customer Service was Great.,Customer Service positive
1916,1925,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs negative <sep> drivers negative
2527,2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs neutral <sep> iLife neutral <sep> iWork neutral
2316,871,I use a cooling pad but it doesn't help.,cooling pad negative
1502,2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone negative <sep> mic jack negative <sep> touch-pad neutral <sep> touch-pad negative <sep> headphones negative <sep> mic negative
82,1224,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty negative
2521,2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7 positive <sep> ergonomics negative <sep> connections negative
49,1574,I love the operating system and the preloaded software.,operating system positive <sep> preloaded software positive
749,2710,Came fully loaded - good.,loaded positive
1581,1639,The software is amazing.,software positive
2133,2247,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife positive <sep> Microsoft Office neutral
409,1089,"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery negative
803,1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics negative <sep> warranty negative
2989,1582,"Crisp screen, great battery life, and plenty of storage.",screen positive <sep> battery life positive <sep> storage positive
1675,510,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician neutral
320,1551,It is easy to use and lightweight.,use positive
2212,454,The built-in webcam is great for Skype and similar video-chat services.,built-in webcam positive
153,654,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures neutral <sep> Core Processing Unit temperatures neutral
266,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam negative <sep> built-in mic negative <sep> cam negative <sep> mic negative
1995,1879,2.The wireless card is low quality.,wireless card negative
2477,592,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord negative <sep> Applecare warranty plan positive
17,337,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",multi-touch gestures positive <sep> tracking area positive <sep> external mouse neutral <sep> gaming neutral
1905,2508,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote neutral <sep> Powerpoint program neutral
2439,32,"First, it does not have a push button to open the lid.",push button negative <sep> lid neutral
3009,349,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard positive
1753,374,"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics positive <sep> programs positive <sep> Garageband positive <sep> default background positive
2756,2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad negative <sep> screen neutral <sep> mouse pointer negative
2270,1483,The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7 starter negative <sep> Windows 7 positive
1094,2780,There is no number pad to the right of the keyboard which is a bummer.,pad negative <sep> keyboard negative
1777,561,this apple navigates you thru the unexplored world of the internet.,internet neutral
528,761,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",staff negative
87,915,"A month or so ago, the freaking motherboard just died.",motherboard negative
955,291,Not to mention it has shit gigs.,gigs negative
2555,326,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use positive
2612,963,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad neutral <sep> keys neutral <sep> casing neutral
2671,2083,It's priced very reasonable and works very well right out of the box.,priced positive <sep> works positive
1141,2337,"the touch pad is fine - again, it's a real touch pad.",touch pad positive <sep> touch pad positive
582,2999,not using wired lan not sure what thats about.,wired lan neutral
1443,2853,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support negative <sep> techs negative
1271,2063,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network negative <sep> Web access negative
350,1804,"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support positive
2983,1552,Was very much worth the price i paid.,price positive
1122,2944,I love to write and play with graphics and html programming and my new Toshiba works great on both!,works positive
367,3043,I always use a backup hard disk to store important files at all times.,hard disk neutral
1752,1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","MacOSX positive <sep> Windows 7 positive <sep> dual-core neutral <sep> quad-core neutral <sep> 22"" Monitor neutral"
2175,2766,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera neutral <sep> specifications neutral
2542,879,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply positive <sep> power supply negative
2874,2728,defective software.,software negative
2665,858,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs negative
2717,2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard positive <sep> feature positive <sep> type positive
2878,2424,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,Core2 Quad neutral
972,1418,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty negative
1623,91,Later it held zero charge and its replacement worked for less than three months.,charge negative
892,124,It is not ideal for children because of the temp.,temp negative
2323,1659,"Garageband is easy to work with, like all the other apple applications I've had experience with.",Garageband positive <sep> apple applications positive
768,1732,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs negative
2518,700,Speakers doesn't sound that great.,Speakers negative
1825,298,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system neutral
125,2752,I am using the external speaker- sound is good.,external speaker positive <sep> sound positive
1171,2718,"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button negative
2013,1377,"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games neutral
2894,1600,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges negative <sep> incase shells positive
1997,2121,They also use two totally different operating systems.,operating systems neutral
1460,792,The letter A stopped working after the first week.,letter A negative
2123,593,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery negative
2842,552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Features neutral <sep> Performance negative <sep> Battery Life positive <sep> Price negative <sep> Value negative
101,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system positive <sep> runs positive <sep> navigate positive <sep> find files positive
815,1602,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case positive
1265,2901,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features positive <sep> programs positive <sep> use positive
166,1573,"It is always reliable, never bugged and responds well.",responds positive
708,532,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality positive
364,541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty positive <sep> warrentys negative
1403,2839,the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse negative
1413,2532,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork negative <sep> software negative <sep> price negative
2928,905,I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger negative
401,2550,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS positive <sep> OS positive
2877,775,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply negative
775,1657,Theres a built in camera with special effects- for video and photography.,built in camera positive
2838,1924,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",HD negative <sep> drivers negative <sep> Windows update neutral
1866,1923,"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery negative
2435,1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS negative
170,1347,they had to replace the motherboard in April,motherboard negative
1772,1598,"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards positive
922,312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software positive <sep> iPhoto positive <sep> iMovie positive <sep> iWeb positive <sep> iTunes positive <sep> GarageBand positive <sep> runs positive
2361,1601,"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges negative
1014,3075,I find myself using the 10-key more than I thought I would.,10-key positive
410,713,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support positive <sep> techs positive
2975,2553,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive negative <sep> antivirus software negative
871,2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer positive
1660,1641,I am forever changed and will no longer buy a Windows based machine for personal use.,Windows negative
1337,2738,Comfterbale to use light easy to transport.,use positive <sep> transport positive
2576,90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery negative <sep> charge negative <sep> charge negative
1676,2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software positive
2884,1472,Not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit negative
2337,1612,"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.",graphics positive <sep> screen positive
2151,255,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery neutral <sep> charge negative
1081,1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard negative <sep> edges negative
1956,2409,The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs positive <sep> Leopard running system neutral
2016,2167,There are no viruses or spyware to worry about like on a Windows computer.,Windows negative
1910,350,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard negative <sep> keyboard negative
1394,2021,This wiped out several programs that were installed on the computer when it was bought.,programs negative
1240,1933,"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard negative <sep> motherboard negative
1148,7,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer positive
59,839,I sent it back to Toshiba twice they covered it under the  warranty.,warranty positive
132,407,"Oh yeah, don't forget the expensive shipping to and from HP.",shipping negative
927,2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs positive <sep> navigation positive
1277,2154,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen positive <sep> design based programs neutral <sep> Adobe Creative Suite neutral
1349,408,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping negative
163,1289,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center neutral <sep> hinge negative
2611,2009,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery negative <sep> charge negative <sep> charge negative
1115,25,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter positive
2242,441,Excellent LED monitor and well equipped.,LED monitor positive
25,295,The speed is incredible and I am more than satisfied.,speed positive
1570,1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive negative <sep> construction quality negative
426,2775,Sells for the same as a netbook without sacrificing size.,size positive
731,2679,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps negative
969,668,"the features are great, the only thing it needs is better speakers.",features positive <sep> speakers negative
273,1417,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board negative <sep> connector negative <sep> power supply negative <sep> warrenty negative <sep> power supply negative
380,2392,"Am very glad I bought it, great netbook, low price.",price positive
745,2129,It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame positive
1280,779,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service negative
2417,1769,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities positive
2579,1366,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty neutral <sep> hard drive negative
2507,2689,"I dislike the weight and size, cubersome.",weight negative <sep> size negative
2618,2011,  The machine is slow to boot up and occasionally crashes completely.,boot up negative
2459,1130,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive neutral <sep> battery negative
1490,2611,"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics positive
162,488,"But we had paid for bluetooth, and there was none.",bluetooth negative
2796,1614,I believe that the quality of a mac is worth the price.,quality positive <sep> price positive
377,206,The i5 blows my desktop out of the water when it comes to rendering videos.,i5 negative
1961,2239,"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price positive
851,2987,It works fine with our wireless and they've had not problems.,works positive
1468,973,"With what I do know how to do, the computer works beautiful.",works positive
2638,1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life negative <sep> battery neutral <sep> battery negative
621,347,pretty much everything else about the computer is good it just stops working out of no were.,working negative
1315,2132,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,speakers negative <sep> keyboard neutral
1608,2713,"The screen graphics and clarity, and sharpness are great.",screen graphics positive <sep> clarity positive <sep> sharpness positive
857,2049,It does not keep internet signals no matter where you bring it.,internet signals negative
2715,1565,The resolution is even higher then any other laptop on the market.,resolution positive
2569,213,Speakers too small to be of any real use.,Speakers negative
2769,2153,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen positive
1514,1638,The battery life is great.,battery life positive
1398,333,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics positive <sep> graphics neutral
1619,1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP negative <sep> one-year warranty neutral
265,3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution negative <sep> appearance negative <sep> cooling system negative <sep> graphics card negative
736,2624,The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life positive
798,2572,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery positive
1156,937,  I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop positive <sep> AfterEffects programs positive
2810,2731,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad negative <sep> USB negative <sep> Touchpad negative
2343,2934,The internet speed is spectacular.,internet speed positive
1534,793,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy negative
1667,3022,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction positive
1827,1447,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS negative
2326,1358,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty negative
2546,2101,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business positive
1597,1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen positive <sep> display positive <sep> browsers neutral
1959,1740,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material positive <sep> Specs negative <sep> performs positive
1246,1713,"Love the speed, especially!",speed positive
1150,560,it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use positive
1091,204,The screen resolution was exactly what I was looking for.,screen resolution positive
2339,2824,"Simple to use, and great graphics.",graphics positive <sep> use positive
2430,1369,This is a review of windows vista system.,windows vista system neutral
1426,1454,  since then i have had minor problems with slow operation.,operation negative
2654,2961,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound negative <sep> headphone jack negative
1585,2959,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 GB of RAM positive <sep> Windows 7 positive <sep> programs positive
1132,675,10 plus hours of battery...,battery positive
687,922,I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR neutral
480,220,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",price negative
349,2323,I like how the Mac OS is so simple and easy to use.,Mac OS positive <sep> use positive
1281,1022,As well as having the plug in the computer come loose.,plug negative
330,1355,Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality negative
281,2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages positive <sep> iWork positive <sep> GarageBand positive <sep> iMovie positive
1270,2813,Memory is upgradable.,Memory positive
563,1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows negative <sep> boot up negative <sep> shut down negative <sep> windows negative
1569,2821,"Oh yea, has no numeric pad on the side.",numeric pad negative
415,2540,the programs are esay to use and are quick to process this computer works like a charm.,programs positive <sep> use positive
1252,2155,"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed positive
2689,132,For some odd reasons the computer doesn't reconize the operation system.,operation system negative
1342,3044,"So, the hard disk capacity really doesn't matter to me.",hard disk capacity neutral
627,884,"Now,,,,,my monitor has been acting up for about 2 months.",monitor negative
667,970,"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam neutral <sep> burn cd's neutral
776,1674,All for such a great price.,price positive
145,1095,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance"" neutral"
310,2534,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife positive <sep> Snow Leopard X positive
432,2030,None of the techs at HP knew what they were doing.,techs at HP negative
1582,1288,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD negative
885,2020,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk negative
172,1374,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft negative <sep> system negative <sep> XP positive
2771,443,"Great laptop for school, easy to use for beginners in the household.",use positive
1917,2749,Love that it doesn't take up space like a regular computer.,space positive
1473,161,"For the same price, you get a lot more in the Asus....1920x1080 res.",price negative
2905,2430,Had some trouble finding a case that it would fit in.,case negative
1855,105,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers negative <sep> sound card negative <sep> Windows 7 positive
2688,2991,Battery life needs more life.,Battery life negative
2544,1592,Enjoy that Toshib force and durability unparalleled,force positive <sep> durability positive
2781,784,If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service negative
1011,357,Keyboard is reasonable size.,Keyboard positive <sep> size positive
470,1041,Loaded with bloatware.,bloatware neutral
2264,1727,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",Safari internet browser negative <sep> firefox positive
2232,1361,Hmmm - that high failure rate sure isn't reflected in the retail price.,retail price negative
2856,1771,It is easy to navigate and update programs.,update programs neutral <sep> navigate positive
1886,1076,System is loosing about 20% of performance because of that.,performance negative <sep> System negative
2863,1960,"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",Customer Service positive
147,1718,I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc neutral <sep> USB neutral
394,1770,"It has far exceeded my expectations for power, storage, and abilitiy.",power positive <sep> storage positive <sep> abilitiy positive
2495,2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup neutral <sep> shutdown neutral <sep> resume from sleep neutral
440,2166,It runs perfectly.,runs positive
2716,2854,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button negative"
1620,2860,"But, for the cost this is a winner.",cost positive
1874,398,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive negative
2305,1012,I had to pay for the shipping!,shipping negative
1744,1876,I already have a HP laptop I bought last year that's standard size.,size neutral
1388,301,I have not had a problem with the applications quitting or freezing.,applications positive
800,2517,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance positive
1795,2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam neutral <sep> keyboard neutral <sep> carry positive
1216,2531,Love the stability of the Mac software and operating system.,stability positive <sep> Mac software positive <sep> operating system positive
3034,2272,"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Paralles neutral <sep> Windows XP Professional neutral <sep> Windows 7 Home Premium neutral <sep> Windows Server Enterprise 2003 neutral <sep> Windows Server 2008 Enterprise neutral
564,451,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,Mac OS positive <sep> use positive
1701,73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard negative
2695,634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive negative
337,2696,I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons negative
673,2414,"The 17 inch screen is very large, but the computer is very light.",17 inch screen negative
2923,1407,"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons negative
1937,762,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT negative
1096,1484,"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7 positive
2054,637,-I propose that they can just swap the hard drives.,hard drives neutral
1157,555,It's perfect for everything and runs faster than an average pc!,runs positive
1051,1152,Then the hard drive failed;,hard drive negative
1005,1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs negative
2645,2990,Right size and weight for portability.,size positive <sep> weight positive <sep> portability positive
970,1106,"It was still working, but there was nothing on the screen.",screen negative
2707,1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM positive <sep> memory positive
990,39,The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker negative
2630,2088,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound negative
1293,2466,I love the keyboard.,keyboard positive
2115,2745,"A cheaper price should not equal a ""cheap"" product.",price positive
872,768,This was the 3rd day and part still had not been shipped.,shipped negative
2470,2827,This computer I used daily nice compact design.,design positive
