Predicted sentiment tags,Gold sentiment tags
"[(26, 31, 'NEU'), (91, 95, 'NEU')]","[(6, 24, 'NEU'), (33, 36, 'NEU'), (55, 65, 'POS'), (84, 95, 'NEU'), (120, 123, 'NEU')]"
"[(51, 54, 'NEU')]","[(56, 59, 'NEU'), (71, 79, 'POS')]"
"[(29, 36, 'NEG'), (61, 69, 'POS')]","[(0, 12, 'POS'), (19, 27, 'NEU')]"
[],"[(5, 10, 'NEU'), (12, 16, 'NEG')]"
"[(12, 16, 'POS')]","[(0, 5, 'NEG'), (18, 23, 'NEG'), (45, 55, 'NEU')]"
"[(19, 22, 'POS')]","[(5, 22, 'POS'), (46, 56, 'NEU')]"
"[(99, 103, 'NEU'), (86, 97, 'NEU')]","[(61, 70, 'NEU'), (105, 109, 'POS')]"
"[(54, 62, 'NEG')]","[(7, 13, 'NEU'), (25, 34, 'POS'), (41, 52, 'POS'), (75, 78, 'POS')]"
[],"[(9, 12, 'NEG'), (33, 38, 'NEG'), (46, 50, 'NEU'), (67, 72, 'NEU')]"
"[(28, 33, 'NEU')]","[(85, 90, 'NEG'), (110, 113, 'NEU')]"
"[(14, 20, 'POS'), (22, 23, 'NEG'), (70, 74, 'NEU')]","[(32, 36, 'NEU'), (60, 68, 'NEG')]"
"[(40, 44, 'NEU'), (16, 21, 'NEU'), (4, 8, 'POS')]","[(4, 21, 'POS'), (23, 32, 'POS'), (57, 61, 'NEU')]"
"[(24, 29, 'POS')]","[(24, 29, 'NEG'), (41, 45, 'NEU')]"
"[(54, 57, 'NEU'), (7, 10, 'POS'), (17, 26, 'NEU'), (12, 15, 'NEG')]","[(0, 5, 'POS'), (65, 69, 'NEU')]"
"[(93, 99, 'NEG')]","[(20, 34, 'NEU'), (36, 43, 'NEG')]"
"[(5, 10, 'NEG')]","[(23, 28, 'NEU'), (34, 39, 'NEG'), (46, 52, 'NEU')]"
[],"[(18, 21, 'POS'), (23, 46, 'NEU'), (53, 58, 'NEU'), (60, 62, 'NEU')]"
"[(76, 81, 'NEG'), (15, 18, 'POS')]","[(0, 24, 'NEU'), (26, 34, 'NEU'), (36, 53, 'POS')]"
[],"[(0, 10, 'NEG'), (46, 53, 'POS')]"
[],"[(25, 29, 'NEU'), (43, 49, 'NEG'), (51, 54, 'NEG')]"
"[(47, 50, 'NEG'), (35, 41, 'POS')]","[(8, 21, 'NEU'), (35, 41, 'NEG'), (52, 60, 'NEU')]"
"[(17, 21, 'NEU')]","[(0, 6, 'POS'), (52, 58, 'POS'), (68, 71, 'NEU')]"
"[(40, 51, 'NEU'), (83, 89, 'NEU')]","[(27, 30, 'NEU'), (54, 56, 'POS'), (66, 69, 'POS')]"
"[(76, 81, 'NEG'), (89, 95, 'NEU'), (29, 31, 'NEU')]","[(0, 6, 'POS'), (44, 50, 'NEU')]"
"[(0, 4, 'NEU'), (32, 35, 'NEU')]","[(15, 24, 'POS'), (37, 39, 'NEU')]"
[],"[(5, 10, 'NEU'), (12, 16, 'NEG')]"
"[(72, 75, 'POS'), (122, 126, 'NEU')]","[(14, 18, 'NEG'), (33, 36, 'NEU'), (101, 104, 'NEU')]"
"[(18, 22, 'NEG'), (12, 16, 'NEU')]","[(2, 5, 'POS'), (18, 22, 'NEG')]"
[],"[(7, 15, 'NEG'), (37, 40, 'NEU')]"
"[(74, 78, 'POS')]","[(0, 5, 'NEU'), (50, 54, 'NEG')]"
"[(41, 42, 'NEG'), (30, 32, 'POS'), (12, 17, 'POS'), (102, 105, 'POS')]","[(12, 17, 'NEG'), (36, 39, 'NEU'), (84, 87, 'NEU')]"
"[(12, 16, 'POS'), (41, 44, 'NEU')]","[(28, 32, 'NEU'), (34, 39, 'NEU'), (41, 44, 'POS')]"
[],"[(5, 12, 'POS'), (14, 20, 'POS'), (43, 46, 'NEG')]"
"[(5, 10, 'NEG'), (38, 41, 'NEG'), (81, 85, 'POS')]","[(20, 30, 'NEU'), (32, 36, 'POS'), (56, 61, 'POS'), (81, 85, 'NEG')]"
[],"[(23, 30, 'NEG'), (48, 51, 'NEU'), (67, 75, 'NEU')]"
"[(49, 52, 'NEU')]","[(0, 3, 'NEU'), (5, 16, 'POS'), (18, 22, 'POS'), (24, 32, 'POS')]"
"[(85, 88, 'POS')]","[(0, 3, 'NEU'), (40, 49, 'POS'), (80, 83, 'POS')]"
[],"[(58, 64, 'POS'), (72, 77, 'NEU')]"
"[(85, 89, 'NEU'), (10, 15, 'NEU')]","[(0, 4, 'NEU'), (31, 36, 'NEG')]"
"[(3, 5, 'NEG')]","[(7, 12, 'NEU'), (21, 25, 'NEU'), (32, 34, 'NEU'), (45, 49, 'POS')]"
"[(4, 7, 'NEU'), (58, 61, 'POS')]","[(4, 7, 'NEU'), (9, 13, 'NEU'), (33, 40, 'NEG')]"
"[(6, 12, 'NEG')]","[(28, 31, 'POS'), (33, 39, 'POS'), (41, 45, 'NEU')]"
"[(136, 139, 'POS'), (0, 4, 'POS'), (106, 111, 'NEG'), (59, 64, 'NEG'), (27, 31, 'NEU')]","[(15, 20, 'NEU'), (44, 47, 'POS'), (136, 146, 'POS')]"
[],"[(0, 7, 'NEG'), (34, 38, 'NEU'), (52, 55, 'NEU')]"
"[(72, 77, 'POS'), (8, 13, 'POS')]","[(0, 6, 'POS'), (89, 92, 'NEU')]"
"[(19, 21, 'POS')]","[(13, 17, 'POS'), (60, 63, 'NEU')]"
"[(34, 37, 'NEU')]","[(8, 18, 'NEU'), (26, 32, 'NEG')]"
"[(96, 102, 'NEU')]","[(35, 54, 'NEU'), (76, 82, 'POS'), (104, 115, 'POS')]"
"[(24, 29, 'NEU')]","[(24, 29, 'POS'), (71, 77, 'NEG')]"
"[(35, 37, 'POS')]","[(0, 3, 'POS'), (11, 19, 'NEG')]"
[],"[(19, 21, 'NEU'), (30, 34, 'NEU'), (52, 56, 'NEG')]"
"[(122, 126, 'POS')]","[(63, 72, 'NEG'), (97, 98, 'NEU'), (122, 131, 'NEG')]"
"[(42, 47, 'POS')]","[(5, 13, 'POS'), (16, 28, 'NEU'), (30, 40, 'NEU'), (42, 58, 'NEU'), (73, 77, 'POS')]"
"[(17, 21, 'POS')]","[(23, 28, 'POS'), (91, 96, 'NEU'), (113, 116, 'NEU')]"
[],"[(40, 42, 'NEU'), (95, 101, 'POS')]"
"[(42, 48, 'NEU'), (0, 5, 'NEG')]","[(30, 34, 'NEU'), (42, 48, 'NEU'), (69, 74, 'NEG')]"
"[(15, 20, 'NEU')]","[(15, 25, 'NEU'), (27, 33, 'NEG')]"
"[(27, 31, 'NEU'), (47, 53, 'NEG')]","[(21, 25, 'NEU'), (33, 39, 'NEG')]"
"[(72, 76, 'POS'), (0, 4, 'POS')]","[(6, 13, 'NEG'), (60, 64, 'NEU'), (72, 76, 'NEU')]"
"[(45, 50, 'NEU')]","[(30, 33, 'NEG'), (52, 57, 'NEU')]"
"[(2, 7, 'NEG')]","[(9, 16, 'NEG'), (40, 44, 'NEU')]"
"[(0, 17, 'NEU'), (102, 107, 'POS'), (130, 137, 'NEU')]","[(79, 86, 'POS'), (120, 122, 'NEG')]"
"[(57, 60, 'NEU'), (45, 49, 'NEG')]","[(0, 5, 'POS'), (45, 49, 'NEU')]"
"[(0, 3, 'NEG'), (59, 65, 'NEU')]","[(27, 34, 'NEU'), (47, 51, 'POS')]"
