Predicted sentiment tags,Gold sentiment tags
"[(91, 96, 'NEU'), (38, 42, 'NEU'), (38, 40, 'NEG'), (118, 125, 'NEU')]","[(30, 36, 'NEU'), (38, 40, 'NEU'), (86, 89, 'NEU'), (127, 130, 'NEG')]"
[],"[(7, 12, 'NEU'), (53, 56, 'POS')]"
"[(61, 71, 'NEG')]","[(26, 37, 'POS'), (39, 56, 'NEU')]"
"[(57, 63, 'POS')]","[(0, 22, 'POS'), (45, 55, 'NEU'), (65, 69, 'NEU')]"
"[(16, 24, 'POS'), (0, 4, 'POS')]","[(0, 4, 'POS'), (31, 36, 'NEU')]"
"[(0, 10, 'NEG')]","[(0, 10, 'NEU'), (37, 50, 'NEU'), (91, 97, 'POS')]"
"[(12, 17, 'NEG'), (58, 66, 'NEU')]","[(24, 28, 'NEG'), (53, 56, 'NEU'), (89, 93, 'POS')]"
[],"[(14, 20, 'NEU'), (29, 33, 'NEG')]"
[],"[(42, 44, 'NEU'), (25, 35, 'NEG'), (137, 140, 'NEU')]"
"[(97, 106, 'NEU'), (86, 89, 'NEU'), (66, 72, 'NEG'), (11, 11, 'NEU'), (57, 64, 'NEG')]","[(28, 35, 'NEG'), (91, 95, 'NEU')]"
"[(51, 55, 'NEU'), (131, 133, 'NEU')]","[(5, 16, 'POS'), (45, 49, 'POS'), (124, 129, 'NEU')]"
"[(44, 50, 'NEG')]","[(0, 7, 'NEG'), (34, 37, 'POS')]"
"[(6, 6, 'POS'), (21, 23, 'POS')]","[(47, 51, 'NEU'), (74, 79, 'NEG')]"
"[(35, 39, 'POS')]","[(0, 3, 'NEU'), (13, 24, 'POS'), (54, 58, 'POS'), (103, 109, 'POS')]"
"[(38, 42, 'NEU')]","[(59, 63, 'POS'), (65, 70, 'NEU')]"
"[(25, 28, 'NEG')]","[(0, 9, 'NEG'), (37, 46, 'NEG'), (71, 84, 'NEU')]"
"[(41, 47, 'NEU'), (3, 5, 'POS')]","[(7, 13, 'NEU'), (25, 34, 'POS'), (41, 52, 'POS'), (75, 78, 'POS')]"
"[(28, 35, 'POS'), (81, 89, 'NEU'), (37, 44, 'NEG')]","[(9, 13, 'NEU'), (22, 26, 'NEG'), (51, 54, 'NEG'), (56, 58, 'NEU')]"
"[(31, 33, 'POS'), (37, 40, 'NEU'), (56, 58, 'NEU')]","[(0, 3, 'NEU'), (8, 14, 'POS')]"
"[(36, 41, 'POS')]","[(43, 46, 'POS'), (48, 51, 'NEU')]"
"[(61, 63, 'NEU'), (33, 36, 'NEU'), (25, 31, 'NEG'), (14, 23, 'POS')]","[(56, 59, 'NEU'), (73, 78, 'NEG')]"
[],"[(0, 8, 'NEU'), (19, 30, 'POS'), (32, 38, 'POS'), (48, 53, 'POS'), (55, 72, 'POS'), (104, 109, 'POS')]"
"[(24, 29, 'NEG')]","[(0, 4, 'POS'), (24, 29, 'NEU')]"
[],"[(19, 21, 'NEU'), (30, 34, 'NEU'), (52, 56, 'NEG')]"
[],"[(26, 30, 'NEU'), (32, 38, 'NEG')]"
"[(9, 12, 'POS')]","[(14, 20, 'NEG'), (22, 25, 'POS'), (27, 34, 'POS'), (41, 44, 'POS')]"
[],"[(5, 11, 'POS'), (13, 16, 'POS'), (18, 22, 'POS'), (24, 29, 'NEG'), (31, 34, 'NEG')]"
[],"[(0, 5, 'NEU'), (37, 43, 'NEG')]"
[],"[(30, 38, 'NEU'), (50, 56, 'POS'), (63, 69, 'POS')]"
"[(39, 45, 'NEU'), (7, 10, 'NEG'), (17, 27, 'NEU')]","[(32, 37, 'POS'), (53, 65, 'NEG'), (78, 82, 'NEU')]"
"[(45, 51, 'NEU'), (175, 177, 'NEG'), (125, 129, 'NEU'), (92, 97, 'NEU')]","[(23, 30, 'POS'), (78, 83, 'NEU'), (85, 103, 'NEU'), (117, 129, 'NEU')]"
"[(35, 40, 'NEU'), (0, 5, 'NEU'), (13, 13, 'NEU')]","[(0, 5, 'NEG'), (42, 46, 'NEU'), (52, 58, 'NEU')]"
[],"[(27, 30, 'NEU'), (54, 56, 'POS'), (66, 69, 'POS')]"
"[(34, 38, 'POS')]","[(8, 15, 'NEG'), (40, 49, 'NEU'), (56, 60, 'NEU')]"
"[(59, 64, 'NEU'), (66, 74, 'NEG')]","[(5, 27, 'NEU'), (48, 57, 'POS'), (82, 99, 'NEU')]"
[],"[(8, 12, 'NEG'), (28, 35, 'POS')]"
[],"[(0, 4, 'POS'), (19, 24, 'NEU'), (36, 38, 'NEU')]"
"[(72, 75, 'POS'), (19, 25, 'POS'), (46, 54, 'POS')]","[(19, 25, 'NEU'), (56, 61, 'POS'), (63, 68, 'POS')]"
"[(102, 107, 'POS')]","[(79, 86, 'POS'), (120, 122, 'NEG')]"
"[(20, 23, 'NEU')]","[(0, 4, 'NEG'), (20, 23, 'NEU'), (34, 38, 'NEU'), (80, 90, 'NEU')]"
"[(56, 65, 'NEG'), (107, 111, 'POS'), (23, 29, 'NEG')]","[(0, 5, 'NEG'), (85, 88, 'NEU')]"
[],"[(20, 26, 'POS'), (51, 60, 'NEU')]"
"[(77, 79, 'NEU')]","[(46, 53, 'POS'), (63, 75, 'NEU')]"
"[(55, 57, 'POS')]","[(14, 17, 'NEU'), (50, 53, 'POS')]"
[],"[(0, 6, 'NEG'), (31, 44, 'NEU')]"
"[(80, 84, 'NEU')]","[(61, 70, 'NEU'), (105, 109, 'POS')]"
"[(43, 46, 'NEU'), (84, 89, 'NEG'), (60, 65, 'NEG')]","[(6, 24, 'NEU'), (33, 36, 'NEU'), (55, 65, 'POS'), (84, 95, 'NEU'), (120, 123, 'NEU')]"
"[(11, 15, 'NEU')]","[(11, 15, 'NEU'), (23, 31, 'NEU'), (37, 44, 'POS')]"
"[(13, 15, 'POS'), (47, 52, 'NEG')]","[(34, 44, 'NEU'), (47, 52, 'NEG')]"
"[(47, 49, 'POS')]","[(20, 29, 'NEU'), (31, 40, 'NEU'), (51, 59, 'POS')]"
"[(16, 27, 'NEU'), (47, 51, 'NEG')]","[(0, 6, 'NEG'), (59, 62, 'NEU')]"
"[(44, 49, 'POS'), (5, 10, 'NEG')]","[(0, 3, 'NEU'), (44, 49, 'POS')]"
[],"[(0, 6, 'NEG'), (30, 34, 'NEU'), (36, 40, 'NEU')]"
"[(45, 48, 'POS')]","[(0, 5, 'NEG'), (28, 31, 'NEU'), (33, 37, 'NEU'), (50, 53, 'NEU'), (55, 60, 'NEU')]"
"[(7, 18, 'POS')]","[(0, 5, 'POS'), (28, 31, 'NEU'), (33, 37, 'NEU')]"
"[(6, 9, 'NEU')]","[(6, 9, 'NEU'), (15, 24, 'POS')]"
"[(62, 65, 'NEU')]","[(28, 31, 'NEG'), (49, 52, 'POS'), (54, 60, 'POS')]"
"[(28, 30, 'NEU'), (56, 59, 'NEU')]","[(3, 9, 'NEG'), (39, 44, 'NEG'), (51, 54, 'NEU'), (102, 107, 'NEU')]"
"[(16, 21, 'POS')]","[(28, 32, 'NEU'), (42, 48, 'NEG')]"
"[(157, 162, 'POS')]","[(5, 8, 'NEU'), (50, 59, 'POS'), (61, 70, 'POS')]"
"[(0, 7, 'POS')]","[(9, 18, 'POS'), (35, 40, 'NEG')]"
"[(17, 20, 'POS')]","[(11, 15, 'NEU'), (17, 20, 'POS'), (43, 71, 'NEU')]"
"[(130, 131, 'NEG')]","[(44, 48, 'POS'), (61, 66, 'NEG'), (86, 91, 'NEG')]"
"[(18, 23, 'NEU')]","[(16, 29, 'POS'), (31, 35, 'NEU')]"
"[(22, 26, 'NEU')]","[(0, 3, 'NEU'), (36, 39, 'NEU'), (41, 45, 'NEG')]"
"[(0, 4, 'NEU'), (11, 16, 'NEG')]","[(0, 4, 'NEG'), (18, 22, 'NEU'), (36, 39, 'NEU')]"
"[(67, 69, 'POS'), (43, 50, 'POS')]","[(10, 19, 'POS'), (21, 35, 'POS'), (37, 50, 'POS'), (62, 79, 'NEU')]"
"[(55, 60, 'NEG'), (116, 120, 'NEU'), (26, 31, 'NEU')]","[(14, 18, 'NEG'), (33, 36, 'NEU'), (101, 104, 'NEU')]"
"[(86, 91, 'NEU'), (10, 13, 'POS')]","[(40, 43, 'NEU'), (62, 74, 'NEU'), (76, 84, 'NEU'), (109, 115, 'POS')]"
"[(44, 47, 'NEU'), (49, 52, 'NEG'), (17, 23, 'NEG'), (34, 36, 'NEU')]","[(0, 4, 'POS'), (17, 23, 'NEU')]"
"[(10, 15, 'NEU'), (58, 63, 'NEG'), (103, 107, 'NEU')]","[(17, 33, 'NEU'), (47, 51, 'POS')]"
[],"[(56, 62, 'POS'), (66, 76, 'NEU')]"
"[(103, 111, 'NEG'), (61, 66, 'POS'), (85, 88, 'POS'), (100, 101, 'POS')]","[(10, 14, 'NEU'), (28, 37, 'POS'), (68, 73, 'NEU'), (136, 141, 'NEU'), (148, 156, 'NEU')]"
"[(74, 76, 'NEG'), (6, 11, 'NEU'), (51, 53, 'POS')]","[(13, 17, 'NEG'), (31, 35, 'NEU'), (86, 89, 'NEG')]"
"[(0, 6, 'NEU')]","[(8, 21, 'NEU'), (27, 33, 'NEG'), (35, 41, 'NEG')]"
"[(5, 9, 'NEU')]","[(11, 15, 'NEG'), (21, 24, 'NEU'), (36, 39, 'NEU')]"
"[(30, 35, 'NEG')]","[(8, 12, 'NEU'), (37, 40, 'NEG')]"
[],"[(6, 11, 'NEU'), (13, 17, 'NEU'), (28, 33, 'NEG')]"
[],"[(21, 27, 'POS'), (62, 70, 'NEU')]"
[],"[(0, 3, 'POS'), (19, 24, 'POS'), (69, 75, 'NEU')]"
[],"[(14, 19, 'POS'), (88, 91, 'NEU')]"
"[(14, 19, 'NEG')]","[(10, 12, 'NEU'), (14, 19, 'NEG')]"
"[(0, 2, 'POS'), (4, 10, 'NEU')]","[(16, 28, 'NEU'), (53, 56, 'POS')]"
"[(116, 119, 'POS'), (41, 46, 'POS'), (101, 106, 'NEG')]","[(11, 16, 'NEU'), (79, 83, 'NEU'), (116, 119, 'POS')]"
"[(0, 7, 'NEU'), (16, 19, 'POS')]","[(9, 14, 'NEG'), (26, 30, 'NEU'), (62, 65, 'NEU')]"
"[(40, 44, 'NEG')]","[(63, 69, 'POS'), (136, 138, 'NEG')]"
"[(7, 11, 'POS'), (85, 90, 'NEG')]","[(0, 11, 'NEU'), (27, 33, 'NEU'), (60, 64, 'POS'), (81, 90, 'POS')]"
[],"[(8, 13, 'POS'), (32, 36, 'NEU')]"
"[(35, 38, 'NEU')]","[(0, 6, 'NEG'), (21, 27, 'NEG'), (40, 42, 'NEU')]"
"[(8, 8, 'NEU')]","[(55, 61, 'NEG'), (73, 79, 'NEU')]"
"[(0, 5, 'NEU')]","[(12, 15, 'NEU'), (25, 29, 'NEU'), (59, 66, 'NEG')]"
[],"[(0, 7, 'NEG'), (58, 68, 'NEU')]"
"[(148, 152, 'NEG'), (129, 138, 'NEU'), (85, 88, 'NEU'), (47, 50, 'NEG'), (69, 77, 'POS')]","[(140, 146, 'NEU'), (159, 162, 'POS')]"
[],"[(36, 41, 'NEU'), (76, 79, 'POS')]"
"[(26, 31, 'POS')]","[(0, 7, 'NEG'), (45, 56, 'NEU'), (86, 89, 'NEU')]"
"[(0, 9, 'NEU'), (42, 45, 'NEU')]","[(22, 29, 'NEG'), (42, 50, 'NEU')]"
"[(41, 47, 'NEU')]","[(5, 10, 'POS'), (58, 61, 'NEU')]"
"[(55, 60, 'NEG'), (8, 13, 'NEU')]","[(0, 6, 'NEG'), (47, 60, 'NEU'), (69, 74, 'NEU')]"
"[(74, 79, 'NEU')]","[(7, 15, 'POS'), (28, 49, 'POS'), (51, 62, 'NEU')]"
"[(78, 82, 'NEU'), (42, 47, 'NEU')]","[(5, 15, 'NEU'), (70, 76, 'POS')]"
"[(64, 67, 'POS'), (19, 26, 'POS')]","[(5, 8, 'NEU'), (28, 36, 'NEU'), (38, 67, 'POS')]"
"[(5, 9, 'NEG'), (50, 58, 'NEU')]","[(0, 9, 'NEU'), (44, 48, 'POS'), (60, 70, 'POS')]"
"[(79, 82, 'NEG'), (58, 62, 'NEU'), (72, 77, 'NEG'), (35, 38, 'NEU')]","[(58, 62, 'NEG'), (79, 82, 'NEU')]"
"[(30, 33, 'NEU'), (0, 7, 'POS')]","[(0, 17, 'POS'), (50, 60, 'NEU'), (66, 77, 'NEU')]"
"[(14, 16, 'NEU'), (55, 58, 'NEU')]","[(8, 12, 'NEG'), (30, 35, 'NEG'), (55, 63, 'NEU')]"
"[(56, 65, 'NEG'), (5, 14, 'POS'), (0, 3, 'NEG'), (67, 70, 'POS')]","[(26, 30, 'POS'), (39, 42, 'POS'), (44, 48, 'NEU')]"
"[(31, 33, 'NEG'), (68, 71, 'NEU'), (24, 24, 'NEU')]","[(0, 6, 'POS'), (46, 51, 'NEG')]"
"[(5, 9, 'NEG')]","[(0, 3, 'POS'), (21, 27, 'NEG')]"
"[(49, 58, 'NEU'), (77, 85, 'NEU'), (113, 118, 'NEG')]","[(60, 66, 'POS'), (68, 85, 'NEU'), (113, 124, 'POS'), (183, 187, 'POS')]"
[],"[(58, 64, 'POS'), (72, 77, 'NEU')]"
"[(131, 134, 'NEG'), (106, 111, 'NEU'), (49, 57, 'NEU')]","[(15, 20, 'NEU'), (44, 47, 'POS'), (136, 146, 'POS')]"
[],"[(5, 10, 'NEU'), (12, 16, 'NEG')]"
"[(47, 51, 'NEU')]","[(32, 37, 'NEU'), (39, 45, 'POS')]"
"[(117, 121, 'POS'), (49, 52, 'POS'), (123, 126, 'POS'), (0, 5, 'NEU'), (33, 39, 'POS')]","[(80, 83, 'NEG'), (100, 105, 'NEU'), (123, 126, 'NEU')]"
"[(28, 31, 'NEU')]","[(28, 31, 'POS'), (33, 39, 'POS'), (41, 45, 'NEU')]"
"[(9, 12, 'NEG')]","[(0, 7, 'NEG'), (34, 38, 'NEU'), (52, 55, 'NEU')]"
"[(65, 70, 'POS'), (20, 30, 'NEG'), (5, 8, 'NEU')]","[(20, 30, 'NEU'), (32, 38, 'NEG'), (40, 53, 'NEG')]"
[],"[(19, 26, 'NEU'), (37, 49, 'POS')]"
"[(52, 58, 'NEU'), (111, 114, 'POS')]","[(32, 36, 'NEU'), (60, 68, 'NEG')]"
"[(0, 7, 'NEU'), (9, 17, 'POS')]","[(19, 24, 'NEU'), (65, 68, 'POS')]"
[],"[(0, 7, 'NEG'), (30, 44, 'NEU')]"
"[(7, 14, 'POS')]","[(0, 5, 'POS'), (45, 49, 'NEU')]"
[],"[(0, 6, 'NEG'), (21, 27, 'POS')]"
"[(45, 46, 'NEU'), (32, 35, 'NEG'), (7, 12, 'NEU'), (57, 60, 'NEU')]","[(0, 5, 'NEG'), (32, 35, 'NEU'), (57, 60, 'NEU')]"
[],"[(0, 10, 'NEU'), (25, 27, 'POS')]"
"[(7, 15, 'NEU'), (37, 40, 'POS')]","[(7, 15, 'NEG'), (37, 40, 'NEU')]"
"[(26, 31, 'NEG')]","[(26, 31, 'NEG'), (51, 65, 'NEU')]"
[],"[(0, 10, 'NEU'), (19, 25, 'NEG'), (34, 37, 'NEG')]"
[],"[(59, 63, 'NEU'), (70, 74, 'NEU'), (76, 83, 'POS'), (85, 91, 'POS')]"
"[(68, 72, 'POS'), (49, 53, 'NEU')]","[(74, 79, 'NEG'), (102, 105, 'NEU')]"
"[(9, 13, 'NEU')]","[(0, 7, 'NEG'), (15, 17, 'NEU'), (51, 55, 'NEG')]"
"[(21, 28, 'NEU'), (39, 46, 'NEU'), (48, 54, 'NEG')]","[(15, 19, 'POS'), (48, 54, 'NEG')]"
"[(45, 52, 'NEU')]","[(9, 15, 'NEU'), (84, 89, 'NEG'), (109, 113, 'NEG')]"
[],"[(10, 20, 'NEU'), (42, 45, 'POS')]"
"[(5, 10, 'POS')]","[(0, 10, 'NEU'), (16, 28, 'POS')]"
[],"[(10, 14, 'NEU'), (51, 57, 'NEG')]"
"[(25, 30, 'NEG')]","[(16, 21, 'NEU'), (44, 47, 'POS')]"
[],"[(6, 10, 'POS'), (38, 43, 'NEU'), (52, 56, 'NEU')]"
"[(48, 51, 'NEG'), (36, 40, 'NEU')]","[(42, 46, 'NEU'), (90, 95, 'NEG')]"
"[(16, 20, 'POS')]","[(0, 6, 'NEU'), (44, 47, 'NEG')]"
"[(86, 90, 'NEG'), (102, 104, 'NEU'), (8, 13, 'NEG'), (125, 127, 'POS'), (92, 96, 'NEU')]","[(8, 13, 'NEG'), (86, 90, 'NEU'), (102, 104, 'NEU'), (131, 135, 'NEU')]"
[],"[(0, 7, 'POS'), (48, 51, 'NEU')]"
"[(53, 64, 'NEU'), (41, 43, 'NEG'), (34, 39, 'NEU'), (30, 32, 'POS')]","[(9, 14, 'NEU'), (66, 72, 'NEG')]"
"[(12, 18, 'NEU')]","[(4, 6, 'NEU'), (28, 31, 'POS')]"
"[(14, 21, 'POS'), (8, 12, 'POS'), (53, 59, 'POS')]","[(23, 30, 'NEG'), (48, 51, 'NEU'), (67, 75, 'NEU')]"
"[(73, 76, 'NEU'), (26, 29, 'POS'), (71, 71, 'NEU')]","[(0, 5, 'NEG'), (31, 35, 'NEU'), (50, 56, 'NEG'), (78, 81, 'NEU')]"
"[(5, 9, 'NEU')]","[(5, 9, 'POS'), (13, 17, 'NEG')]"
[],"[(5, 9, 'NEG'), (24, 33, 'POS'), (46, 49, 'POS')]"
[],"[(0, 4, 'NEG'), (30, 33, 'POS')]"
"[(28, 32, 'NEU')]","[(13, 17, 'POS'), (60, 63, 'NEU')]"
[],"[(6, 9, 'POS'), (40, 44, 'NEU'), (61, 64, 'POS')]"
[],"[(0, 4, 'POS'), (11, 21, 'NEG'), (35, 42, 'NEG')]"
"[(10, 16, 'NEG')]","[(0, 3, 'NEU'), (23, 27, 'POS'), (54, 62, 'POS')]"
[],"[(0, 5, 'NEG'), (37, 41, 'NEU')]"
"[(83, 85, 'POS'), (78, 81, 'POS')]","[(6, 9, 'NEU'), (26, 33, 'POS')]"
"[(45, 52, 'NEU'), (54, 57, 'NEU'), (149, 158, 'POS'), (16, 18, 'NEU'), (16, 18, 'POS'), (34, 43, 'NEU'), (10, 14, 'NEG'), (71, 77, 'NEG')]","[(16, 32, 'POS'), (95, 101, 'POS'), (107, 121, 'NEU')]"
"[(99, 111, 'POS'), (21, 29, 'NEG'), (31, 37, 'POS')]","[(0, 5, 'NEU'), (50, 54, 'NEG')]"
"[(41, 47, 'NEU'), (62, 65, 'NEG')]","[(85, 90, 'NEG'), (110, 113, 'NEU')]"
"[(16, 21, 'NEU')]","[(30, 33, 'NEG'), (52, 57, 'NEU')]"
"[(75, 83, 'NEU')]","[(28, 33, 'NEG'), (65, 69, 'NEU'), (75, 83, 'NEG')]"
"[(0, 9, 'NEU')]","[(0, 9, 'NEG'), (26, 30, 'POS'), (32, 37, 'POS')]"
"[(27, 33, 'NEG')]","[(35, 41, 'NEU'), (43, 47, 'NEU'), (74, 83, 'POS')]"
[],"[(0, 3, 'NEU'), (22, 26, 'POS'), (28, 31, 'POS')]"
"[(95, 98, 'POS'), (32, 36, 'NEG')]","[(20, 30, 'NEU'), (32, 36, 'POS'), (56, 61, 'POS'), (81, 85, 'NEG')]"
"[(46, 50, 'NEU'), (52, 61, 'NEG')]","[(20, 28, 'NEU'), (40, 44, 'NEU'), (63, 69, 'NEG')]"
[],"[(11, 20, 'NEG'), (43, 46, 'POS')]"
[],"[(5, 11, 'POS'), (20, 23, 'NEG')]"
[],"[(38, 44, 'NEG'), (60, 68, 'NEU')]"
"[(58, 61, 'POS'), (22, 30, 'NEG')]","[(17, 20, 'NEU'), (22, 30, 'NEG')]"
"[(33, 36, 'NEU')]","[(5, 8, 'POS'), (26, 31, 'NEU'), (43, 46, 'NEU'), (10, 11, 'NEU'), (52, 56, 'POS')]"
"[(42, 46, 'NEU')]","[(8, 16, 'NEU'), (18, 26, 'NEU'), (28, 40, 'POS')]"
"[(74, 81, 'NEU'), (89, 95, 'POS')]","[(9, 12, 'NEG'), (33, 38, 'NEG'), (46, 50, 'NEU'), (67, 72, 'NEU')]"
[],"[(0, 5, 'NEG'), (14, 17, 'NEU'), (71, 77, 'NEU'), (79, 81, 'NEU')]"
[],"[(0, 9, 'POS'), (42, 47, 'NEU'), (49, 53, 'NEU')]"
"[(0, 9, 'NEU'), (58, 61, 'POS'), (26, 29, 'NEU')]","[(49, 56, 'POS'), (68, 74, 'POS'), (86, 93, 'NEU'), (112, 118, 'POS'), (120, 130, 'NEU'), (149, 152, 'POS')]"
"[(0, 2, 'NEU')]","[(4, 9, 'NEU'), (25, 31, 'POS')]"
"[(21, 25, 'NEU'), (13, 19, 'NEU')]","[(6, 11, 'NEU'), (13, 19, 'NEG')]"
"[(76, 81, 'NEU'), (71, 74, 'NEG')]","[(0, 6, 'NEG'), (14, 17, 'POS'), (55, 59, 'NEG')]"
"[(0, 6, 'NEG')]","[(13, 17, 'NEU'), (34, 40, 'NEG')]"
[],"[(9, 14, 'NEU'), (34, 42, 'POS'), (47, 52, 'NEG')]"
[],"[(8, 20, 'NEU'), (40, 46, 'NEG'), (55, 56, 'NEU')]"
"[(0, 4, 'NEU')]","[(6, 13, 'NEG'), (60, 64, 'NEU'), (72, 76, 'NEU')]"
"[(11, 14, 'NEG')]","[(16, 22, 'POS'), (64, 71, 'NEU'), (79, 82, 'NEG')]"
"[(37, 41, 'POS')]","[(37, 41, 'NEG'), (60, 64, 'NEU')]"
"[(25, 28, 'NEU'), (48, 51, 'NEG')]","[(0, 5, 'POS'), (41, 51, 'NEU')]"
"[(36, 40, 'NEU')]","[(0, 9, 'POS'), (59, 67, 'NEU')]"
"[(21, 25, 'POS'), (74, 79, 'NEU'), (38, 43, 'POS')]","[(10, 15, 'NEU'), (64, 79, 'POS')]"
"[(31, 34, 'POS')]","[(18, 21, 'POS'), (48, 53, 'NEU')]"
[],"[(0, 5, 'NEG'), (36, 40, 'NEU')]"
"[(69, 74, 'POS')]","[(28, 31, 'POS'), (51, 54, 'NEG')]"
[],"[(0, 5, 'NEG'), (19, 22, 'NEU')]"
"[(18, 20, 'NEU'), (22, 26, 'NEG'), (0, 4, 'NEG')]","[(0, 4, 'NEG'), (22, 26, 'NEU'), (28, 30, 'NEU')]"
"[(40, 43, 'POS'), (23, 32, 'POS')]","[(0, 5, 'NEU'), (55, 61, 'POS')]"
"[(46, 49, 'NEG'), (40, 44, 'POS')]","[(0, 3, 'NEU'), (40, 49, 'POS'), (80, 83, 'POS')]"
"[(75, 79, 'POS'), (102, 107, 'NEG'), (64, 67, 'POS')]","[(22, 26, 'POS'), (28, 40, 'POS'), (69, 79, 'NEU'), (130, 140, 'NEG')]"
"[(20, 22, 'NEG'), (16, 18, 'NEU')]","[(0, 4, 'POS'), (20, 22, 'NEU'), (37, 42, 'NEU')]"
[],"[(0, 3, 'NEU'), (39, 45, 'POS')]"
[],"[(27, 31, 'NEU'), (38, 41, 'POS')]"
"[(15, 18, 'NEU'), (37, 43, 'POS')]","[(0, 8, 'NEG'), (20, 25, 'NEU')]"
"[(12, 15, 'POS'), (32, 35, 'NEU')]","[(0, 3, 'POS'), (48, 54, 'NEG')]"
"[(36, 38, 'NEG')]","[(0, 3, 'NEU'), (18, 24, 'NEG'), (26, 29, 'NEG')]"
[],"[(39, 41, 'NEU'), (64, 68, 'NEG')]"
"[(85, 90, 'POS'), (36, 41, 'NEU')]","[(10, 14, 'POS'), (28, 34, 'NEU')]"
"[(32, 37, 'NEU')]","[(0, 3, 'POS'), (17, 23, 'NEG')]"
"[(26, 29, 'NEU'), (38, 41, 'NEU'), (137, 142, 'NEU'), (33, 36, 'NEU'), (144, 147, 'NEU'), (195, 198, 'POS')]","[(12, 19, 'NEG'), (33, 36, 'NEU'), (110, 120, 'NEU')]"
"[(29, 32, 'POS'), (40, 46, 'POS')]","[(0, 3, 'POS'), (40, 46, 'NEG'), (48, 59, 'NEU')]"
"[(26, 32, 'NEU')]","[(9, 12, 'NEU'), (19, 37, 'POS'), (67, 73, 'POS')]"
[],"[(12, 17, 'NEG'), (36, 39, 'NEU'), (84, 87, 'NEU')]"
"[(39, 51, 'NEG'), (19, 21, 'NEU')]","[(32, 37, 'NEU'), (101, 105, 'POS')]"
"[(76, 79, 'POS'), (115, 118, 'NEU'), (70, 74, 'POS'), (98, 104, 'NEG')]","[(35, 39, 'NEU'), (58, 61, 'NEU'), (89, 96, 'NEU'), (142, 145, 'POS')]"
[],"[(0, 5, 'POS'), (17, 31, 'NEG')]"
"[(87, 90, 'POS')]","[(15, 20, 'NEU'), (39, 50, 'POS'), (81, 85, 'POS')]"
"[(25, 28, 'NEU'), (0, 3, 'NEG'), (5, 13, 'NEG')]","[(0, 3, 'POS'), (15, 28, 'NEU')]"
[],"[(49, 55, 'NEG'), (69, 72, 'NEU')]"
"[(10, 20, 'NEG')]","[(0, 4, 'NEU'), (22, 52, 'POS'), (54, 67, 'NEU'), (69, 79, 'NEU')]"
[],"[(0, 7, 'NEG'), (35, 39, 'NEG'), (48, 52, 'NEU')]"
"[(21, 23, 'NEU')]","[(10, 19, 'POS'), (21, 23, 'POS'), (31, 42, 'NEU')]"
"[(55, 59, 'NEU')]","[(0, 3, 'NEU'), (10, 13, 'NEU'), (89, 95, 'POS')]"
"[(48, 50, 'POS'), (6, 14, 'NEU'), (37, 43, 'NEU'), (22, 28, 'NEG')]","[(0, 4, 'POS'), (22, 35, 'NEU')]"
"[(44, 45, 'NEU')]","[(20, 24, 'NEU'), (36, 42, 'NEG')]"
[],"[(0, 3, 'POS'), (38, 41, 'NEU')]"
"[(25, 28, 'POS'), (65, 69, 'NEU'), (0, 8, 'POS')]","[(30, 37, 'NEG'), (65, 69, 'NEU')]"
[],"[(0, 6, 'NEG'), (14, 17, 'POS')]"
[],"[(0, 6, 'POS'), (19, 25, 'NEG')]"
[],"[(0, 5, 'NEU'), (75, 87, 'POS'), (128, 136, 'NEU')]"
"[(12, 15, 'NEU')]","[(0, 5, 'NEU'), (17, 21, 'POS')]"
"[(37, 40, 'NEG'), (7, 14, 'POS'), (53, 56, 'NEG')]","[(7, 14, 'POS'), (37, 40, 'NEG'), (42, 46, 'NEG')]"
"[(60, 70, 'NEU'), (170, 178, 'POS'), (35, 39, 'NEU')]","[(27, 33, 'POS'), (35, 58, 'NEU'), (80, 106, 'NEU'), (162, 178, 'NEU')]"
"[(23, 26, 'POS'), (51, 53, 'NEU'), (28, 39, 'NEU'), (69, 72, 'NEG')]","[(55, 61, 'POS'), (74, 80, 'POS'), (95, 104, 'NEU')]"
"[(40, 44, 'POS'), (22, 28, 'NEG'), (15, 20, 'POS')]","[(15, 20, 'NEG'), (66, 77, 'NEU')]"
"[(46, 50, 'POS'), (29, 33, 'NEU')]","[(0, 7, 'NEG'), (29, 33, 'NEU'), (60, 65, 'NEU')]"
"[(0, 10, 'POS'), (24, 33, 'NEG')]","[(77, 80, 'NEU'), (82, 85, 'NEG')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (43, 49, 'NEU'), (79, 82, 'NEG')]"
"[(41, 47, 'POS')]","[(13, 16, 'NEU'), (103, 114, 'POS')]"
[],"[(23, 25, 'NEU'), (27, 43, 'NEU'), (45, 50, 'NEU'), (52, 55, 'NEU'), (57, 70, 'NEU'), (82, 90, 'POS')]"
"[(38, 41, 'NEU')]","[(0, 3, 'POS'), (38, 41, 'NEU')]"
"[(45, 49, 'POS'), (92, 99, 'POS'), (0, 4, 'POS'), (14, 19, 'POS'), (28, 34, 'NEU')]","[(6, 12, 'NEG'), (21, 26, 'NEU'), (106, 111, 'NEU')]"
[],"[(0, 5, 'NEG'), (40, 43, 'NEU')]"
"[(15, 24, 'NEU')]","[(5, 8, 'NEU'), (26, 34, 'POS')]"
[],"[(5, 10, 'NEU'), (30, 33, 'NEG')]"
