Predicted sentiment tags,Gold sentiment tags
"[(33, 38, 'NEU')]","[(0, 5, 'NEG'), (40, 43, 'NEU')]"
"[(15, 24, 'NEU'), (26, 29, 'NEG')]","[(5, 8, 'NEU'), (26, 34, 'POS')]"
"[(20, 24, 'NEU'), (12, 18, 'POS')]","[(5, 10, 'NEU'), (30, 33, 'NEG')]"
"[(17, 22, 'NEU'), (24, 27, 'NEU'), (41, 46, 'NEU')]","[(0, 5, 'POS'), (29, 33, 'NEU')]"
"[(16, 21, 'NEU')]","[(16, 21, 'NEG'), (70, 74, 'NEU')]"
"[(23, 29, 'POS')]","[(0, 4, 'POS'), (55, 61, 'NEU')]"
[],"[(0, 5, 'POS'), (30, 33, 'NEU')]"
[],"[(8, 13, 'NEG'), (26, 32, 'POS')]"
"[(15, 18, 'POS')]","[(0, 6, 'NEG'), (22, 25, 'NEU')]"
[],"[(10, 13, 'POS'), (15, 21, 'POS'), (23, 27, 'NEG')]"
"[(39, 43, 'NEG'), (20, 25, 'POS')]","[(15, 18, 'POS'), (39, 43, 'NEG')]"
"[(31, 36, 'NEG'), (38, 43, 'POS')]","[(12, 19, 'POS'), (56, 59, 'NEU')]"
"[(58, 63, 'POS'), (55, 56, 'NEG')]","[(0, 9, 'NEG'), (90, 94, 'NEU')]"
[],"[(0, 5, 'NEG'), (30, 33, 'NEU'), (54, 59, 'NEU')]"
[],"[(5, 8, 'NEU'), (20, 27, 'POS'), (34, 49, 'POS')]"
