Predicted sentiment tags,Gold sentiment tags
"[(13, 18, 'NEG')]","[(13, 18, 'NEG'), (67, 75, 'NEU')]"
"[(22, 29, 'NEG')]","[(22, 29, 'NEG'), (41, 44, 'NEU'), (46, 50, 'NEU')]"
"[(0, 7, 'NEG')]","[(15, 20, 'NEU'), (22, 26, 'NEU'), (67, 76, 'NEG'), (67, 71, 'NEG')]"
"[(16, 22, 'POS')]","[(16, 22, 'POS')]"
"[(34, 41, 'POS')]","[(43, 47, 'POS')]"
"[(7, 11, 'POS')]","[(31, 40, 'POS'), (7, 11, 'POS')]"
"[(5, 12, 'POS')]","[(29, 32, 'POS')]"
"[(0, 5, 'NEG')]","[(9, 16, 'NEG')]"
"[(0, 4, 'POS')]","[(32, 35, 'POS'), (60, 62, 'POS')]"
"[(20, 30, 'POS')]","[(20, 30, 'POS')]"
"[(24, 31, 'POS')]","[(24, 31, 'NEG')]"
"[(29, 39, 'POS'), (0, 3, 'POS')]","[(0, 3, 'POS'), (29, 39, 'POS')]"
"[(23, 31, 'POS'), (33, 46, 'POS')]","[(23, 31, 'POS'), (33, 46, 'POS')]"
"[(0, 12, 'POS')]","[(0, 12, 'POS')]"
"[(11, 16, 'POS')]","[(0, 9, 'POS')]"
"[(4, 11, 'NEG')]","[(4, 11, 'NEG')]"
"[(6, 18, 'POS')]","[(20, 26, 'NEU')]"
"[(29, 31, 'POS')]","[(5, 12, 'POS')]"
"[(0, 15, 'NEG')]","[(0, 7, 'NEG')]"
"[(23, 26, 'NEG')]","[(23, 26, 'NEG')]"
[],"[(17, 23, 'POS')]"
"[(35, 39, 'NEG')]","[(35, 47, 'NEG')]"
"[(26, 37, 'POS')]","[(26, 37, 'POS')]"
"[(0, 4, 'NEG')]","[(0, 4, 'NEG'), (27, 31, 'NEG')]"
"[(10, 12, 'NEG')]","[(19, 30, 'NEG'), (70, 81, 'NEG'), (94, 101, 'NEG')]"
"[(12, 25, 'POS')]","[(12, 25, 'NEU')]"
"[(15, 19, 'POS')]","[(0, 6, 'POS'), (15, 19, 'POS'), (26, 29, 'POS')]"
"[(30, 40, 'NEU')]","[(30, 40, 'NEU')]"
[],"[(5, 8, 'POS')]"
[],"[(22, 25, 'POS'), (27, 30, 'POS')]"
"[(18, 20, 'NEG')]","[(39, 46, 'NEG')]"
[],"[(11, 26, 'POS'), (28, 32, 'POS'), (34, 38, 'POS'), (40, 49, 'POS')]"
"[(13, 21, 'POS')]","[(10, 21, 'POS')]"
"[(27, 39, 'POS')]","[(27, 39, 'POS')]"
"[(27, 34, 'POS'), (23, 25, 'POS')]","[(23, 25, 'NEU'), (27, 34, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG')]"
"[(22, 26, 'POS')]","[(12, 14, 'POS'), (22, 26, 'POS')]"
"[(16, 23, 'NEU')]","[(16, 23, 'POS')]"
"[(5, 9, 'POS')]","[(19, 29, 'POS')]"
"[(18, 19, 'NEG')]","[(18, 19, 'NEU'), (36, 42, 'NEG')]"
"[(60, 64, 'POS'), (18, 20, 'POS'), (72, 82, 'POS')]","[(26, 27, 'POS'), (52, 64, 'POS'), (75, 82, 'POS')]"
"[(9, 12, 'POS'), (34, 41, 'POS')]","[(9, 12, 'POS'), (25, 27, 'POS'), (34, 41, 'POS')]"
"[(0, 3, 'POS')]","[(21, 24, 'POS'), (36, 40, 'POS'), (42, 47, 'POS')]"
"[(15, 18, 'NEG')]","[(35, 41, 'POS')]"
"[(58, 65, 'POS'), (21, 39, 'POS')]","[(21, 39, 'POS'), (58, 65, 'POS')]"
"[(12, 18, 'POS'), (5, 10, 'POS')]","[(5, 10, 'POS'), (12, 18, 'POS')]"
"[(21, 24, 'POS')]","[(6, 9, 'POS')]"
[],"[(10, 12, 'POS'), (14, 17, 'POS')]"
"[(14, 21, 'NEG')]","[(14, 21, 'NEG'), (83, 87, 'NEU')]"
"[(6, 23, 'NEG')]","[(6, 11, 'NEG')]"
"[(0, 8, 'NEG')]","[(0, 8, 'NEG')]"
"[(11, 16, 'POS')]","[(11, 16, 'POS'), (28, 30, 'POS'), (39, 43, 'NEU'), (106, 109, 'NEU')]"
"[(19, 32, 'POS'), (92, 125, 'POS')]","[(53, 72, 'NEU'), (92, 125, 'NEU'), (132, 156, 'NEU'), (168, 196, 'NEU'), (221, 227, 'POS')]"
"[(4, 8, 'NEG')]","[(4, 8, 'NEU')]"
"[(11, 13, 'POS')]","[(11, 17, 'NEU')]"
"[(23, 33, 'NEG')]","[(23, 33, 'NEG')]"
"[(45, 59, 'POS'), (61, 74, 'POS')]","[(36, 43, 'POS'), (45, 59, 'POS'), (61, 74, 'POS'), (76, 81, 'POS')]"
"[(5, 12, 'POS')]","[(19, 23, 'POS'), (25, 31, 'POS'), (52, 59, 'NEU'), (71, 77, 'NEU'), (97, 118, 'NEU')]"
"[(0, 13, 'NEG')]","[(0, 13, 'NEG'), (38, 51, 'NEG'), (43, 46, 'NEG')]"
"[(19, 32, 'POS'), (10, 12, 'POS')]","[(25, 32, 'POS')]"
"[(81, 87, 'POS')]","[(18, 35, 'POS')]"
"[(8, 20, 'POS')]","[(0, 20, 'NEG')]"
"[(0, 6, 'NEG')]","[(0, 6, 'NEG')]"
"[(0, 11, 'NEG')]","[(17, 26, 'NEU')]"
"[(0, 11, 'NEU')]","[(2, 11, 'NEU')]"
"[(19, 22, 'NEG')]","[(19, 22, 'NEG')]"
[],"[(10, 13, 'POS')]"
"[(15, 23, 'NEG')]","[(15, 23, 'POS')]"
"[(0, 4, 'NEG')]","[(31, 39, 'NEU')]"
"[(4, 8, 'NEG')]","[(4, 8, 'NEG')]"
"[(25, 26, 'NEG')]","[(25, 26, 'NEG')]"
"[(0, 7, 'POS')]","[(21, 22, 'NEU'), (0, 7, 'NEU')]"
"[(50, 60, 'NEU'), (21, 42, 'NEG')]","[(44, 60, 'NEU'), (21, 42, 'NEU')]"
"[(24, 38, 'POS')]","[(71, 93, 'NEU')]"
"[(47, 50, 'NEU')]","[(47, 50, 'NEU')]"
"[(18, 23, 'POS')]","[(12, 16, 'POS')]"
"[(38, 40, 'NEG')]","[(4, 17, 'NEU'), (38, 40, 'NEG'), (51, 54, 'POS'), (78, 86, 'NEU')]"
"[(7, 14, 'POS')]","[(16, 20, 'NEU')]"
"[(0, 7, 'NEG')]","[(9, 20, 'NEU'), (33, 42, 'NEG'), (51, 69, 'NEU')]"
"[(58, 66, 'POS')]","[(58, 66, 'POS')]"
"[(6, 13, 'POS')]","[(25, 38, 'NEU')]"
"[(0, 4, 'POS'), (17, 22, 'POS'), (6, 15, 'POS')]","[(0, 4, 'POS'), (6, 15, 'POS'), (17, 22, 'POS')]"
"[(22, 33, 'NEG')]","[(22, 33, 'POS'), (56, 59, 'NEG'), (56, 59, 'NEU'), (93, 98, 'NEG'), (123, 130, 'POS')]"
"[(15, 25, 'NEG')]","[(15, 25, 'NEG'), (55, 65, 'NEG')]"
[],"[(21, 24, 'NEU'), (40, 53, 'NEU')]"
"[(5, 11, 'POS')]","[(45, 56, 'NEU')]"
"[(69, 76, 'NEG')]","[(10, 15, 'NEU'), (47, 52, 'NEU'), (78, 84, 'POS')]"
"[(0, 7, 'NEU')]","[(0, 7, 'POS')]"
"[(24, 31, 'POS')]","[(24, 31, 'NEU'), (33, 38, 'NEU')]"
