review_id,sentences_ids,sentences_texts,sentences_opinions
FF#3,id_9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon negative
1352948,id_3,And evaluated on those terms Pastis is simply wonderful.,Pastis positive
PP#4,id_4,I thought the restaurant was nice and clean.,restaurant positive
535171,id_2,"A cool bar with great food, and tons of excellent beer.",bar positive <sep> food positive <sep> beer positive
Y#9,id_5,The appetizers are also delicious!,appetizers positive
1167434,id_1,first it took us a long time to find the place.,place negative
1338124,id_0,"This is some really good, inexpensive sushi.",sushi positive
CLF#7,id_4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Casa La Femme positive
TVU#6,id_3,The martinis are amazing and very fairly priced.,martinis positive
FF#3,id_23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager negative <sep> drinks positive <sep> appetizers positive
1413697,id_3,I highly recommend to anyone to give this place a try.,place positive
1016296,id_0,I was very disappointed with this restaurant.,restaurant negative
610611,id_1,"stick with the chicken, beef, and lamb dishes.",chicken positive <sep> beef positive <sep> lamb dishes positive
507937,id_2,Spreads and toppings are great - though a bit pricey.,Spreads positive <sep> toppings positive <sep> Spreads negative <sep> toppings negative
DBG#7,id_5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl negative
1125284,id_3,This place is worth an one-hour drive.,place positive
485966,id_4,It is definitely a good spot for snacks and chat.,spot positive
493013,id_5,I will go back to Suan soon!,Suan positive
Y#3,id_0,Best. Sushi. Ever.,Sushi positive
1280179,id_1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",Service neutral
Z#9,id_1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths positive
493013,id_6,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace positive
P#10,id_9,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",place negative
1062641,id_2,Food is great.,Food positive
BFC#9,id_9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles neutral <sep> lobster knuckles negative
TM#3,id_3,"The food was good, the place was clean and affordable.",food positive <sep> place positive
1477631,id_1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food positive <sep> feel positive
1748839,id_0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food negative <sep> service negative
535248,id_1,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi positive <sep> antipasti positive
BFC#9,id_18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",food positive <sep> grilled Mahi Mahi negative
FF#4,id_7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server negative <sep> appetizer positive
1303984,id_3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes neutral <sep> fried dumplings neutral
1395421,id_4,Check this place out!,place positive
611117,id_4,Thanks Bloom's for a lovely trip.,Bloom's positive
Z#10,id_2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food positive <sep> sitting space negative
680345,id_1,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls positive
1357554,id_4,It's a nice place to relax and have conversation.,place positive
1041457,id_3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree positive
1225162,id_3,The staff is incredibly helpful and attentive.,staff positive
1256373,id_1,fine dining restaurant quality.,dining positive
1131595,id_2,The hostess is rude to the point of being offensive.,hostess negative
507937,id_1,"delicious bagels, especially when right out of the oven.",bagels positive
759781,id_0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo positive
535171,id_1,Not the typical NYC gimmick theme restaurant.,restaurant positive
496132,id_1,The setting is casual and romantic.,setting positive
1286916,id_1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band positive <sep> atmosphere positive
1398844,id_7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food positive <sep> Teodora negative
1430994,id_2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque positive
Z#11,id_5,The food is all shared so we get to order together and eat together.,food positive
1609375,id_0,Planet Thai is great!,Planet Thai positive
1404042,id_2,Fish was overdone.,Fish negative
P#7,id_2,The atmosphere was great.,atmosphere positive
1341354,id_3,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu positive <sep> chocolate cake positive
Z#9,id_0,"short and sweet – seating is great:it's romantic,cozy and private.",seating positive
1340075,id_5,The takeout is great too since they give high quality tupperware as well.,takeout positive
1632445,id_1,The menu is limited but almost all of the dishes are excellent.,menu negative <sep> dishes positive
1102681,id_2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",food positive <sep> French Onion soup negative <sep> French Onion soup positive <sep> desserts negative
1162037,id_0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi positive <sep> thai food positive <sep> Planet Thailand positive
1664346,id_2,I would highly recommend this place!,place positive
433878,id_3,The counter service is bad.,counter service negative
1661757,id_4,I would definitely recommend SEA if you like thai cuisine!,thai cuisine positive
1126814,id_3,Decent wine at reasonable prices.,wine neutral <sep> wine positive
1058221,id_2,the food is decent.,food neutral
CLF#5,id_6,I never write on these sites but this restaurant is def worth commending!,restaurant positive
1395421,id_0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place positive
DBG#7,id_15,My wife had barely touched that mess of a dish.,dish negative
1062641,id_0,This place has got to be the best japanese restaurant in the new york area.,place positive
454704,id_1,The service is awful.,service negative
BG#8,id_1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill positive
1417496,id_4,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal positive <sep> restaurant positive
1655504,id_5,"Be sure to try the seasonal, and always delicious, specials.",specials positive
1138996,id_4,"When we sat, we got great and fast service.",service positive
TM#4,id_0,"Indo Chinese food, pretty good...",Indo Chinese food positive
872763,id_2,Personal pans are the perfect size for those hungry nights.,Personal pans positive
530517,id_0,Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike positive
1338124,id_3,The Yellowtail was particularly good as well.,Yellowtail positive
1728733,id_1,We were greeted promptly by the waiter who was very nice and cordial.,waiter positive
494850,id_3,The food now is inconsistent.,food negative
BFC#9,id_19,I heard the lobster roll was excellent.,lobster roll positive
541532,id_0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere positive
TR#3,id_0,Great place to relax and enjoy your dinner,place positive
TFS#5,id_16,Vanison was good but not amazing.,Vanison neutral
630914,id_3,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere positive <sep> service positive <sep> desert positive
493013,id_1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location positive <sep> Suan positive
Z#5,id_6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,modern Japanese food positive <sep> mirrors negative
519425,id_0,The food was absolutely amazing!!,food positive
1390357,id_0,I absolutely love this place!!!,place positive
1102681,id_1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",restaurant positive
P#1,id_1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",bartender negative <sep> service negative <sep> food negative <sep> waitresses negative
1328078,id_3,"the salads are delicious, both refreshing and very spicy.",salads positive
1746113,id_5,We all agreed that mare is one of the best seafood restaurants in New York.,mare positive
759781,id_4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe positive <sep> service positive <sep> food positive
957145,id_3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden positive <sep> Jazz Bar positive <sep> Thin Crust Pizzas positive <sep> Lasagna Menu positive
TR#1,id_3,I highly recommend this beautiful place.,place positive
1700205,id_3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar positive <sep> service positive
BFC#4,id_1,The food here was mediocre at best.,food negative
ADLT#6,id_4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",frontman negative
713152,id_0,"Excellent dumplings served amid clean, chic decor.",dumplings positive <sep> decor positive
P#6,id_3,I got hair in my food 2 times of then !,food negative
1660047,id_3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager negative
CLF#7,id_0,Gorgeous place ideal for a romantic dinner,place positive
430342,id_6,Great neighborhood joint.,joint positive
BzG#1,id_1,But the best pork souvlaki I ever had is the main thing.,pork souvlaki positive
BHD#7,id_1,this place had ALL the trimmings and i mean all.,trimmings positive
CLF#5,id_3,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,cocktail with Citrus Vodka and lemon and lime juice and mint leaves positive
1125284,id_1,This place is the most Japanese it can ever get.,place positive
DBG#2,id_14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant negative
CLF#3,id_4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme negative
1275154,id_4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll positive
872763,id_4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys negative
1286916,id_0,I have NEVER been disappointed in the Red Eye.,Red Eye positive
1404042,id_3,"Cute place, nice wait staff but would never go there again.",wait staff positive <sep> place positive <sep> place negative
620892,id_2,Pizza was a little soggy.,Pizza negative
1241906,id_0,"Great service, great food.",service positive <sep> food positive
BzG#2,id_1,"The food is flavorful, plentiful and reasonably priced.",food positive
1256373,id_0,By far the best salad I have had in a fast food restaurant.,salad positive
1662726,id_0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service negative
Z#9,id_5,Over all the looks of the place exceeds the actual meals.,looks positive <sep> meals negative
445960,id_1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant positive
1476493,id_2,"The ambience was nice, but service wasn't so great.",ambience positive <sep> service negative
445960,id_3,"The food is good, especially their more basic dishes, and the drinks are delicious.",food positive <sep> basic dishes positive <sep> drinks positive
1055910,id_5,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",place positive
620892,id_6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food neutral <sep> Food negative
ADLT#9,id_4,The wife had the risotto which was amazing.,risotto positive
535086,id_0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot positive
1748813,id_1,All of the pizzas are terrific and the price is even better!,pizzas positive
1090587,id_3,The lava cake dessert was incredible and I recommend it.,lava cake dessert positive
1349391,id_1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food negative <sep> service negative <sep> service negative <sep> good positive
558423,id_5,Quick and friendly service.,service positive
1138996,id_6,Make sure you try this place as often as you can.,place positive
PP#4,id_2,The service was quick and friendly.,service positive
1280179,id_5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor positive <sep> semi-private boths positive
BFC#7,id_7,I'd be horrified if my staff were turning away customers so early and so rudely!,staff negative
CLF#3,id_23,I would not expect this for a $55 dinner.,dinner negative
1660047,id_5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff negative <sep> Cafe Noir positive
717570,id_4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna positive <sep> chocolate bread pudding positive
498657,id_5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake negative <sep> roast pork buns negative <sep> egg custards negative
1586174,id_0,honestly the worst sushi my husband and i had in our entire lives.,sushi negative
1577714,id_2,The fish was not fresh and the rice tasted old and stale.,fish negative <sep> rice negative
875139,id_6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne negative
DBG#6,id_4,I tried a couple other dishes but wasn't too impressed.,dishes neutral
470488,id_2,The sushi was awful!,sushi negative
1457607,id_5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes positive
958809,id_3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon positive <sep> Sea Bass positive <sep> Crispy Duck positive
1398844,id_0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place negative
FF#10,id_4,But the service is HORRID!,service negative
Z#6,id_11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s positive
1727363,id_2,An excellent service,service positive
1615322,id_5,It's a rather cramped and busy restaurant and it closes early.,restaurant negative
1626564,id_3,Waitstaff are very friendly.,Waitstaff positive
BzG#2,id_0,"Great place, great value.",place positive
TFS#10,id_5,I had fish and my husband had the filet - both of which exceeded our expectations.,fish positive <sep> filet positive
1707201,id_3,but the service was a bit slow.,service negative
1064477,id_2,The sushi seemed pretty fresh and was adequately proportioned.,sushi positive
757762,id_2,He offers subpar service and has no personality.,service negative
1138996,id_3,As always we had a great glass of wine while we waited.,glass of wine positive
536919,id_0,The only thing more wonderful than the food (which is exceptional) is the service.,food positive <sep> service positive
611117,id_3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place positive
1162037,id_3,It's all about the food !!,food positive
WE#4,id_6,Thank you everyone at Water's Edge.,Water's Edge positive
1232468,id_0,The tuna and wasabe potatoes are excellent.,tuna positive <sep> wasabe potatoes positive
493514,id_1,I cannot imagine better Indian food in all of the city.,Indian food positive
461928,id_0,This tiny Williamsburg spot is always pleasantly surprising.,Williamsburg spot positive
1730014,id_1,"Service here was great, food was fantastic.",Service positive <sep> food positive
1300636,id_2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll positive <sep> lobster positive
1451107,id_0,This place is so much fun.,place positive
1543345,id_3,Great staff.,staff positive
EVPK#4,id_2,A quintessential slice of NYC pizza.,slice of NYC pizza neutral
TFS#8,id_2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner negative
CLF#3,id_8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait neutral
626269,id_3,bottles of wine are cheap and good.,bottles of wine positive
1632929,id_4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter positive
1655504,id_1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate positive
1147082,id_0,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch negative
EVPK#10,id_3,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",half/half pizza positive
CLF#8,id_0,Poor service and management,service negative <sep> management negative
Y#9,id_3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",dessert positive <sep> special roll positive <sep> regular roll positive
1126814,id_1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff positive
558423,id_4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food positive <sep> decor neutral
BHD#8,id_1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",Bark negative <sep> hot dog positive
680390,id_2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food positive
1663111,id_2,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere positive <sep> dishes positive <sep> service positive
NP#4,id_9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food negative
CLF#3,id_12,The hostess was very pleasant.,hostess positive
1390357,id_4,The sushi is amazing!!!,sushi positive
430342,id_3,My friend devoured her chicken and mashed potatos.,chicken and mashed potatos positive
875139,id_1,The pizza was pretty good and huge.,pizza positive
561054,id_1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room positive <sep> ceiling positive
773720,id_2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service positive <sep> place positive
1586174,id_6,the waitstaffs are nice though.,waitstaffs positive
565344,id_0,I recently tried Suan and I thought that it was great.,Suan positive
1496205,id_1,The location and ambience is Ok but the food is what makes up for it.,location neutral <sep> ambience neutral <sep> food positive
P#3,id_0,Great Atmosphere,Atmosphere positive
Y#7,id_3,Have never had a problem with service save a missing rice once.,service positive
BHD#6,id_2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings positive <sep> place positive
1451107,id_1,Our family never expected such incredible entertainment in a restaurant.,restaurant positive
1723658,id_1,"Great food, good size menu, great service and an unpretensious setting.",food positive <sep> menu positive <sep> service positive <sep> setting positive
NP#4,id_4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager positive <sep> manager negative
CLF#3,id_1,I agree that dining at Casa La Femme is like no other dining experience!,Casa La Femme negative
1126886,id_2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service positive <sep> decor positive <sep> food positive <sep> portions positive
Z#2,id_0,Sushi experience was unbelievable with my fiance.,Sushi positive
740923,id_1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish negative <sep> staff negative <sep> sushi chef negative
485767,id_3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies positive
1199292,id_0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust positive <sep> pizza positive
P#9,id_0,Raymond the bartender rocks!,Raymond positive
475298,id_2,Food is great and inexpensive.,Food positive
680345,id_2,"Delicate spices, onions, eggs and a kick-ass roti.",spices positive <sep> onions positive <sep> eggs positive <sep> roti positive
CLF#5,id_5,We were drawn into the belly dancing show that captivated the crowd.,belly dancing show positive
TR#5,id_0,Restaurant with a view,view neutral
1153034,id_1,"There was a small wait, but shorter than I expected.",wait positive
1410878,id_1,I've never had bad service and the fish is fresh and delicious.,service positive <sep> fish positive
1102681,id_3,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience positive <sep> food neutral
TM#7,id_3,"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",space negative <sep> indo-chinese food positive
1225162,id_4,The bar is very well stocked with interesting beers and well priced wines.,bar positive <sep> beers positive <sep> wines positive
CLF#5,id_1,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,Casa La Femme positive
NP#4,id_0,Maggot in the food!,food negative
1476493,id_0,I thought this place was totally overrated.,place negative
BzG#1,id_0,The Cypriot restaurant has a lot going for it.,Cypriot restaurant positive
BzG#2,id_2,The atmosphere is relaxed and casual.,atmosphere positive
657129,id_3,the drinks are amazing and half off till 8pm.,drinks positive
955711,id_0,This place blew me away...by far my new favorite restaurant on the uppereast side.,place positive
TFS#5,id_5,The entree was also very good.,entree positive
1280179,id_2,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating positive
TFS#10,id_9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant positive <sep> staff negative
1671113,id_2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess negative
1404042,id_4,Someone else recommended the dessert - we also left that.,dessert negative
720620,id_5,Simply some good tasting Chinese food at incredible prices...,Chinese food positive
1212346,id_4,Tiny dessert was $8.00...just plain overpriced for what it is.,dessert negative
1289424,id_2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar positive
TR#2,id_3,"The bar drinks were Eh, ok to say the least.",bar drinks negative
493514,id_0,I cannot imagine a friendlier staff working in a restaurant.,staff positive
FF#3,id_11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",spinach negative
BHD#4,id_0,Great Hot Dogs!,Hot Dogs positive
TM#3,id_4,I noticed alot of indian people eatting there which is a great sign for an indian place!,indian place positive
1055910,id_2,Food-awesome.,Food positive
TM#7,id_2,The wait staff is very courteous and accomodating.,wait staff positive
430342,id_1,"Kind, attentive wait staff.",wait staff positive
1538149,id_3,The service was excellent - friendly and attentive.,service positive
1253117,id_1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza positive <sep> fresh mozzarella positive
493013,id_0,Suan is a great place that I often take my friends (classmates) too.,Suan positive
464342,id_1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager negative
957145,id_4,I lOVE THIS PLACE!,PLACE positive
1221938,id_1,Try their chef's specials-- they are to die for.,chef's specials positive
1004293,id_0,"Judging from previous posts this used to be a good place, but not any longer.",place negative
ADLT#6,id_3,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",bottle of wine positive
1448587,id_3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor neutral
682391,id_1,Beef noodle soup is good as well.,Beef noodle soup positive
1538149,id_1,The food was authentic.,food positive
1167434,id_3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu negative
1090587,id_1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view positive
1232468,id_1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere positive
P#10,id_3,And $11 for a plate of bland guacamole?,guacamole negative
1280166,id_1,"Service was very good - prompt, attentive and non-intrusive.",Service positive
TR#5,id_4,The main entree was also very good.,main entree positive
565344,id_2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service positive <sep> food positive <sep> hot sauce positive
707917,id_2,Rao's has the best service and atmosphere in NYC.,service positive <sep> atmosphere positive
1448587,id_2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino negative
1702257,id_3,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff positive
Y#5,id_4,The waitress was not attentive at all.,waitress negative
1014458,id_3,The wine list is interesting and has many good values.,wine list positive
CLF#8,id_1,Don’t go to this place!,place negative
1253117,id_2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection negative
TR#1,id_1,The staff is very good.,staff positive
PP#9,id_1,I think the pizza is so overrated and was under cooked.,pizza negative
TR#1,id_2,Love their drink menu.,drink menu positive
1090587,id_2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service positive <sep> food positive
1404042,id_6,"Skip this restaurant, it's a big disappointment.",restaurant negative
NP#10,id_0,Best restaurant in Brooklyn,restaurant positive
530517,id_2,"Great food, great decor, great service.",food positive <sep> decor positive <sep> service positive
561054,id_3,"I can't wait for summer, when they serve outside on their gigantic patio.",patio positive
TVU#6,id_4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE positive <sep> waiters positive
535086,id_3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot positive
Z#3,id_3,Great sake!,sake positive
1016296,id_1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant negative
DBG#7,id_9,"The side dishes were passable, and I did get a refill upon request.",side dishes neutral
1723658,id_3,I'm glad I was introduced to this place and this is a rare gem in NY.,place positive
TFS#5,id_18,Dessert: pure disaster.,Dessert negative
TFS#10,id_7,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,waitress negative
1655521,id_1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere positive
FF#10,id_0,bad staff,staff negative
1074868,id_4,The food was well prepared and the service impecable.,food positive <sep> service positive
1561259,id_1,But the staff was so horrible to us.,staff negative
CLF#3,id_22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken negative
680390,id_0,"Toons has recently been redone, so it's now a very attractive space.",Toons positive
444818,id_0,"Seriously, this place kicks ass.",place positive
CLF#4,id_1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",decor positive <sep> pita positive <sep> hummus positive <sep> grilled octopus positive
1726473,id_3,A Thai restaurant out of rice during dinner?,Thai restaurant negative
1357554,id_3,"Service was slow, but the people were friendly.",Service negative <sep> people positive
509227,id_1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food negative <sep> ambience negative
1199480,id_0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood positive <sep> food positive
BFC#7,id_8,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about.",girl negative
1387314,id_1,This is my first time writing a review for a restaurant because the food and service was excellent.,food positive <sep> service positive
1014458,id_0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food positive
1470334,id_1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel positive
1626564,id_2,Fish is so very fresh.,Fish positive
1748839,id_7,"For the people who want great food plus great service, Roxy is a place to AVOID!",food negative <sep> service negative
1413697,id_0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza positive
527109,id_0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service positive
1335656,id_4,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads positive
1338124,id_5,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place positive
632121,id_2,"The food is amazing, rich pastas and fresh doughy pizza.",food positive <sep> pastas positive <sep> pizza positive
TFS#5,id_23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons neutral <sep> The Four Seasons negative
1577714,id_1,Haru on Park S is simply disgusting.,Haru on Park S negative
FF#6,id_7,I asked for a menu and the same waitress looked at my like I was insane.,waitress negative
1713185,id_0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food negative <sep> place positive
1632445,id_4,The only fallback on this restaurant is the prices.,restaurant negative
1395421,id_1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza positive <sep> wine positive <sep> service positive <sep> backyard dining area positive
1561259,id_4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",place negative <sep> food positive <sep> service negative
1205520,id_0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu positive
397331,id_3,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine positive <sep> service positive
1632445,id_0,Mermaid Inn is an overall good restaurant with really good seafood.,seafood positive <sep> Mermaid Inn positive
528251,id_0,Fantastic place.,place positive
1053543,id_4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service positive
1303984,id_1,My chow fun and chow see was really bland and oily.,chow fun and chow see negative
1471273,id_4,Zero ambiance to boot.,ambiance negative
1561259,id_0,"The food is good, I can't lie.",food positive
1707201,id_2,The place was nice and calm.,place positive
1543345,id_4,Always great service!,service positive
1730127,id_1,"The food is outstanding and the service is quick, friendly and very professional.",food positive <sep> service positive
1451107,id_6,The staff was the friendliest that have seen in New York.,staff positive
